Name,Average_User_Rating,User_Rating_Count,Price,In-app_Purchases,Developer,Age_Rating,Languages,Size,Original_Release_Date,Current_Version_Release_Date,Action,Adventure,Board,Card,Casual,Education,Entertainment,Family,Puzzle,Role Playing,Simulation,Sports,Other,desc_lengths,Difference_in_Days
Chicken Evolution | Clicker Game of the Mutant Farm,5.0,2291.0,0.0,"['1.99', '1.99', '1.99', '0.99', '4.99', '1.99', '1.99', '5.99', '5.99', '9.99']",Tapps Tecnologia da Informa\xe7\xe3o Ltda.,9.0,EN,74448896.0,1328,1045,0,0,0,0,0,0,1,1,0,0,0,0,0,1658,283
Tap Tap Fast - Absolutely challenging tap puzzles - Quickly play by finger tapping on falling numbers,0.0,0.0,0.0,['0.0'],BG Node Technology Pvt. Ltd.,4.0,EN,10117120.0,1341,1341,0,0,0,0,0,0,1,0,1,0,0,0,0,374,0
Tiny Empire Free,0.0,0.0,0.0,"['1.99', '1.99', '0.99', '19.99', '3.99']",Mother Gaia Studio,12.0,EN,156075008.0,1295,1295,0,0,0,0,0,0,0,0,0,1,0,0,0,1332,0
"""John Allen's Timesaver Puzzle""",5.0,29.0,4.99,['0.0'],Scott Lagaly,4.0,EN,116103168.0,949,516,0,0,0,0,0,0,0,0,1,0,0,0,0,1552,433
3volve,4.5,145.0,0.0,"['0.99', '3.99', '1.99', '2.99', '6.99', '1.99']",Clutch Media & Design Inc.,4.0,"EN, FR, DE, IT, NB, ES",97476608.0,1277,483,0,0,0,0,0,0,1,0,1,0,0,0,0,886,794
Space Ghosts,0.0,0.0,2.99,['0.0'],Gist LLC,4.0,EN,6612992.0,1332,1332,0,0,0,0,1,0,1,0,0,0,0,0,0,105,0
Elemental Strike,0.0,0.0,0.0,['0.0'],Dasheng Qi,12.0,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",57446400.0,1341,1341,1,0,0,0,0,0,0,0,0,0,0,0,0,515,0
Astra.,0.0,0.0,2.99,['0.0'],Gist LLC,4.0,EN,6744064.0,1343,1341,0,0,0,0,1,0,0,0,0,0,0,0,0,508,2
World War-Epic 3D Naval Battle,0.0,0.0,0.0,"['0.99', '0.99', '4.99', '19.99', '99.99', '49.99', '5.99', '99.99', '16.99']",Bao Xu,9.0,"EN, RU",993405952.0,1153,231,0,0,0,0,0,0,0,0,0,1,0,0,0,1740,922
Woody Crazy ten ten slices,3.0,17.0,0.0,['1.99'],Yi Cui,4.0,"AR, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",16116736.0,1314,306,0,0,0,0,0,0,1,0,1,0,0,0,0,1028,1008
Halloween Thief - Haunted Pumpkin,0.0,0.0,0.0,['2.99'],Serge Spijkstra,4.0,EN,10339328.0,1341,1341,0,0,0,0,0,0,0,1,0,0,0,0,0,725,0
Arma Mobile Ops,4.5,530.0,0.0,"['4.99', '9.99', '19.99', '49.99', '0.99', '99.99', '4.99']",Bohemia Interactive a.s.,12.0,"CS, EN, FR, DE, IT, RU, ZH, ES, ZH",119106560.0,1101,373,1,0,0,0,0,0,0,0,0,0,0,0,0,1297,728
Gnip Gnop,0.0,0.0,0.99,['0.0'],Thomas Strausbaugh,4.0,EN,7524352.0,1342,1329,0,0,0,0,1,0,1,0,0,0,0,0,0,755,13
Airline Tycoon - Free Flight,4.0,69.0,0.0,"['0.99', '4.99', '9.99', '19.99', '99.99', '49.99']",Kalypso Media Group GmbH,4.0,EN,299779072.0,1043,998,0,0,0,0,0,0,0,0,0,0,1,0,0,3789,45
"WGB White Grey Black Cube -- The independent game of Coordination,Elimination",0.0,0.0,0.0,['0.0'],Wu MengZhang,4.0,"EN, ZH",14054400.0,1335,1335,0,0,0,0,0,0,0,0,1,0,0,0,0,600,0
Guess Movie Free - Discover Rewards Movie Names(Word Game App),0.0,0.0,0.0,['0.0'],Zhang Yao,4.0,"EN, DE",32244736.0,1342,1342,0,0,0,0,0,0,1,0,0,0,0,0,0,173,0
Earth Girl Tsunami - Tamil,0.0,0.0,0.0,['0.0'],Isaac Kerlow,4.0,EN,791256064.0,1340,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,862,272
Steel Machine Xtreme Battle: Return of the Heroes,0.0,0.0,0.0,"['1.99', '4.99', '9.99', '14.99', '0.99', '0.99', '0.99', '1.99', '1.99', '1.99']",Jennifer Ching,9.0,"AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",122343424.0,1271,1271,0,0,0,0,0,0,0,0,0,1,0,0,0,462,0
Steel Machine Xtreme Battle HD Edition: Return of the Heroes,0.0,0.0,0.0,"['14.99', '1.99']",Jennifer Ching,9.0,"AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI",165150720.0,1271,1271,0,0,0,0,0,0,0,0,0,1,0,0,0,462,0
Dino Hunting Sniper 3D,0.0,0.0,0.0,['0.0'],MUHAMMAD PARWANA,17.0,EN,117764096.0,1342,1204,1,0,0,0,0,0,0,0,0,0,0,0,0,244,138
Stealth Hunter - Sneak & Loot,0.0,0.0,0.0,['0.0'],Atif Mumtaz,12.0,EN,93204480.0,1336,1336,0,0,0,0,0,0,1,0,1,0,0,0,0,746,0
RISK: Global Domination,4.5,31625.0,0.0,"['6.99', '2.99', '2.99', '2.99', '2.99', '2.99', '2.99', '2.99', '2.99', '5.99']",SMG Studio,9.0,EN,296940544.0,1308,-26,0,0,1,0,0,0,0,0,0,0,0,0,0,2149,1334
Adventure Guild,4.5,10.0,0.0,['0.0'],MAGIC Spell Studios,12.0,EN,261399552.0,1154,1119,0,0,0,0,0,0,1,0,0,1,0,0,0,1633,35
Reversi Ultimate,4.5,417.0,0.0,['6.99'],Banana & Co.,4.0,EN,52784128.0,1324,369,0,0,1,0,0,0,0,0,0,0,0,0,1,1279,955
Crazy Bird Zoo Escape Attack Game,0.0,0.0,0.0,"['6.99', '18.99']",Dane Mizzles,4.0,EN,19652608.0,1322,1322,0,0,0,0,1,0,0,0,0,0,0,0,1,91,0
A.C.O.R.N.S.,0.0,0.0,0.0,"['0.99', '1.99', '3.99']",Relish Interactive,9.0,EN,646496256.0,1015,1015,1,0,0,0,0,0,0,0,0,0,0,0,0,1383,0
Fruit Match - Garden Hero,0.0,0.0,0.0,['0.0'],Defei Yuan,4.0,EN,28402688.0,1336,1336,0,0,0,0,1,0,0,0,0,0,0,0,0,1111,0
Puteri Bumi: Siaga menghadapi Tsunami,0.0,0.0,0.0,['0.0'],Isaac Kerlow,4.0,EN,792726528.0,1340,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,915,268
Button Rebound - Free Game,0.0,0.0,0.0,['0.0'],ZHENG LIAN,4.0,EN,5660672.0,1340,1340,1,0,0,0,0,0,0,0,0,0,0,0,0,333,0
Hotline Swing,5.0,22.0,0.0,['0.0'],Rushton Pippin,4.0,EN,34415616.0,1330,1321,0,0,0,0,0,0,1,0,0,0,0,1,0,427,9
Blindfold Breakout,0.0,0.0,0.0,"['2.99', '4.99', '1.99', '1.99', '2.99']",marty schultz,4.0,EN,16357376.0,1339,94,0,0,0,0,1,1,0,0,0,0,0,0,0,1148,1245
Traffic Rush 2,4.5,1660.0,0.0,"['2.99', '0.99', '0.99', '0.99', '0.99', '0.99', '0.99', '0.99', '0.99', '0.99']",Donut Games,9.0,EN,25005056.0,1320,1295,1,0,0,0,0,0,0,0,0,0,0,0,0,740,25
GameBoard,5.0,7.0,0.0,['0.0'],"Black Math Labs, Inc.",4.0,EN,20214784.0,1014,1013,0,0,1,0,0,0,1,0,0,0,0,0,0,599,1
Stick Cricket Super League,4.5,1748.0,0.0,"['4.99', '9.99', '19.99', '3.99', '49.99', '9.99', '19.99', '99.99', '8.99', '7.99']",Stick Sports Ltd,4.0,EN,83760128.0,931,62,0,0,0,0,0,0,0,0,0,0,0,1,0,1356,869
Hidden Objects Of A Midnight Dance,0.0,0.0,0.0,['2.99'],Rohit Aghera,4.0,EN,26746880.0,1342,1342,0,0,0,0,0,0,1,1,0,0,0,0,0,1178,0
Collapse Jewels (TV) - Tap to Remove the Emoji Bubble Cubes! FREE,0.0,0.0,0.0,['0.0'],Boy Howdy Technology LLC,4.0,EN,56404992.0,1343,1343,0,0,0,0,0,1,0,1,0,0,0,0,0,1311,0
Big 9 (TV) - Grow Your Numbers from 1 to 9!,0.0,0.0,0.0,['0.0'],Boy Howdy Technology LLC,4.0,EN,14971904.0,1343,1343,0,0,0,0,0,0,1,0,0,0,0,0,0,734,0
BattleTimeOS,0.0,0.0,0.99,['0.0'],Foggybus Ltd,4.0,EN,94368768.0,1277,1277,1,0,0,0,0,0,0,0,0,0,0,0,0,1074,0
Elysium- The Trading Card Game,0.0,0.0,1.99,['0.0'],J BRUCE,4.0,EN,70083584.0,1342,1340,0,0,0,1,0,0,1,0,0,0,0,0,0,631,2
Impossible Tic-Tac-Toe,3.0,39.0,0.0,['1.99'],KasSanity,4.0,EN,45677568.0,1216,1216,0,0,0,0,0,0,0,0,1,0,0,0,0,298,0
Particle Shield,5.0,5.0,1.99,['0.0'],Iced Vision,4.0,EN,75828224.0,1338,1338,0,0,0,0,0,0,0,0,1,0,0,0,0,865,0
Brain Training | Logic Game 1,0.0,0.0,0.0,['0.0'],HECTOR GAUCHIA SAFONT,4.0,EN,34348032.0,1226,140,0,0,0,0,0,0,0,0,1,0,0,0,0,3108,1086
Zoo Battle - Isolation,0.0,0.0,0.0,['0.0'],Bolei Fu,4.0,EN,19937280.0,1338,652,0,0,1,0,0,0,1,0,0,0,0,0,0,870,686
Lord of Rogue,0.0,0.0,0.0,"['1.99', '1.99', '1.99', '1.99']",RYOHEI SATO,9.0,EN,148737024.0,1307,1307,0,0,0,0,0,0,1,0,0,1,0,0,0,1737,0
Tic Tac Toe for TV,0.0,0.0,0.99,['0.0'],Blue Cloud Labs,4.0,EN,8257536.0,1340,1340,0,0,0,0,0,0,1,1,0,0,0,0,0,311,0
Islands Defense TD,0.0,0.0,0.0,"['2.99', '2.99', '2.99', '1.99']",techplus jsc,4.0,EN,193348608.0,1281,1171,0,0,0,0,1,0,1,0,0,0,0,0,0,794,110
Epic Tower Defense - The orcs crusade,4.0,8.0,0.0,"['4.99', '1.99', '1.99', '2.99', '2.99', '5.99', '7.99', '11.99', '4.99', '2.99']",Ilya Kirichek,9.0,EN,114495488.0,1271,1239,0,1,0,0,0,0,0,0,0,0,0,0,0,422,32
Chalk Tac Toe,0.0,0.0,0.0,['0.0'],Jordan Helzer,4.0,EN,15796224.0,1344,1344,0,0,1,0,0,0,0,0,0,0,0,0,0,294,0
Get that Blue Car Out!,0.0,0.0,0.0,"['0.99', '0.99']",Ramalingam Sivaramakrishnan,4.0,EN,27549696.0,1331,1331,0,0,0,0,0,0,1,0,1,0,0,0,0,406,0
Asylum Night Shift 3 - Haunted Hospital,4.0,18.0,1.99,"['0.99', '0.99', '0.99', '0.99']",PHB Media Ltd,12.0,EN,75599872.0,1324,1324,0,1,0,0,0,0,1,0,0,0,0,0,0,693,0
SSC Napoli FANTASY MANAGER 19,4.5,5.0,0.0,"['4.99', '8.99', '2.99', '3.99', '13.99', '4.99', '26.99', '0.99', '8.99', '17.99']","From The Bench, SL",4.0,"EN, EL, ID, IT, JA, KO, PT, ES, TR",445190144.0,1323,113,0,0,0,0,0,0,0,0,0,0,1,1,0,3097,1210
Gin Rummy Free\u2122,4.0,771.0,0.0,['0.0'],Awesome Cool and Free Fun Games LLC,4.0,EN,54051840.0,1085,996,0,0,0,1,0,0,1,0,0,0,0,0,0,753,89
"""G4Rows - '4 in a row' puzzle game""",0.0,0.0,0.0,['0.0'],SSA,4.0,"EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, TR",13983744.0,1324,1266,0,0,1,0,0,0,1,0,0,0,0,0,0,828,58
Zombidle,4.5,992.0,0.0,"['9.99', '19.99', '4.99', '49.99', '1.99', '9.99', '19.99', '19.99', '9.99', '24.99']",Berzerk Studio,9.0,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",150829056.0,1212,55,0,0,0,0,0,0,0,0,0,1,0,0,0,1053,1157
Zombie Army Defense,4.5,289.0,0.0,"['0.99', '0.99', '2.99', '4.99', '1.99', '1.99', '0.99', '2.99', '3.99']",Michael Krynski,12.0,EN,185135104.0,1334,1200,1,0,0,0,0,0,1,0,0,0,0,0,0,2762,134
FACT OR WACK movies,0.0,0.0,0.99,['0.0'],Harlen Shev,4.0,EN,18314240.0,1326,83,0,0,0,0,0,0,1,0,0,0,0,0,1,538,1243
Turn Lights On,4.5,21.0,0.0,['0.0'],Li Zhiguo,4.0,EN,12184576.0,1336,1336,0,0,0,0,0,0,0,0,1,0,0,0,0,883,0
Clash Royale,4.5,1277095.0,0.0,"['4.99', '0.99', '9.99', '19.99', '9.99', '4.99', '0.99', '19.99', '4.99', '0.99']",Supercell,9.0,"AR, NL, EN, FR, DE, IT, JA, KO, NB, PT, RU, ZH, ES, ZH, TR",145107968.0,1218,-29,1,0,0,0,0,0,1,0,0,0,0,0,0,2298,1247
Iron 5: Tank Tactics,4.5,6.0,0.0,"['10.99', '0.99', '0.99', '5.99', '10.99', '3.99', '0.99']",Forgamer LCC,12.0,EN,209886208.0,958,414,0,0,0,0,0,0,0,0,0,1,0,0,0,839,544
Incredible Zoo Deluxe,5.0,10.0,0.0,"['4.99', '4.99', '2.99', '0.99']",Uxusgames,4.0,"EN, FR, DE, IT, RU, ES",75670528.0,1136,1136,0,0,0,0,1,0,0,0,0,0,0,0,0,617,0
Four in a Row - Multiplayer + Single Player,0.0,0.0,0.99,['0.0'],NuVex LLC,4.0,EN,9847808.0,1342,1342,0,0,0,0,1,0,0,0,0,0,0,0,0,83,0
Identify Living and Nonliving things,0.0,0.0,0.99,['0.0'],Hemal Gandhi,4.0,EN,27639808.0,1268,1268,0,0,0,0,0,1,0,0,1,0,0,0,0,1508,0
My City Builder 3D,0.0,0.0,2.99,['0.0'],Kristina Fedenkova,4.0,EN,84321280.0,1334,1334,0,0,0,0,0,0,1,0,0,0,1,0,0,776,0
Swap Gears,0.0,0.0,0.0,['0.0'],ya zhou wang,4.0,"EN, ZH, ZH",35191808.0,1313,50,0,0,0,0,0,0,0,0,1,0,0,0,0,271,1263
Gnomes Garden Odyssey,4.5,36.0,0.0,['4.99'],8Floor,4.0,EN,170752000.0,1325,96,0,0,1,0,0,0,1,0,0,0,0,0,0,928,1229
E-PLAY online,0.0,0.0,0.0,['0.0'],E-Play,17.0,"EN, PL",17842176.0,1319,1319,0,0,0,0,0,0,0,0,0,0,0,0,2,1914,0
Carpcraft: Carp Fishing,4.5,25.0,0.0,"['3.99', '0.99', '3.99', '7.99', '11.99', '25.99', '40.99', '14.99']",ZXDigital Ltd,4.0,EN,203185152.0,1077,40,0,0,0,0,0,0,0,0,0,0,0,1,0,2136,1037
IWO: Bloodbath in the Bonins,1.5,15.0,4.99,['0.0'],HexWar Games Ltd,12.0,EN,238940160.0,1287,1225,0,0,1,0,0,0,1,0,0,0,0,0,0,1290,62
Hex Wars: Conquer The Empire,0.0,0.0,0.0,['0.99'],Matthew Raftery,4.0,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",34776064.0,1294,534,0,0,0,0,0,0,0,0,1,0,0,0,0,429,760
Drop - The Game,0.0,0.0,0.0,['0.0'],Zafir Abou-Zamzam,4.0,EN,1260544.0,1332,184,0,0,0,0,1,0,0,0,0,0,0,0,0,112,1148
Wellflung TV,0.0,0.0,0.99,['0.0'],On The Go Technology,4.0,EN,33410048.0,1330,1330,0,0,0,0,0,0,0,1,0,0,0,0,0,1321,0
Double-Tap,0.0,0.0,0.0,"['0.99', '1.99', '4.99', '6.99', '0.99']",Eric Rhodes,4.0,EN,20660224.0,1001,981,1,0,0,0,0,0,1,0,0,0,0,0,0,78,20
Ace De In WinterHaven Hidden Objects,0.0,0.0,0.0,['2.99'],mahesh aghera,4.0,EN,27828224.0,1336,1336,0,0,0,0,0,0,1,1,0,0,0,0,0,1177,0
Casualty Room Escape,0.0,0.0,0.0,['0.0'],Leeway Infotech Private Ltd.,4.0,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",28794880.0,1301,1301,0,1,0,0,0,0,1,0,0,0,0,0,0,356,0
Railway bridge. Halloween,0.0,0.0,4.99,['0.0'],Nikolay Kunin,4.0,EN,80207872.0,1162,939,0,0,0,0,0,0,1,0,1,0,0,0,0,1561,223
Legends of Magic Stones Free,0.0,0.0,0.0,['0.0'],Dianhua Wu,9.0,EN,62525440.0,1333,1333,0,0,0,0,0,0,1,0,1,0,0,0,0,321,0
Get the Candy:Halloween,0.0,0.0,0.0,['0.0'],Jing Liu,4.0,"CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR",27979776.0,1335,1335,0,0,0,0,0,0,1,0,1,0,0,0,0,486,0
Gummy Pop Blast flash Mania,0.0,0.0,0.0,['0.0'],The Fly League LLC,4.0,EN,12865536.0,1335,1328,0,0,0,0,1,0,1,0,0,0,0,0,0,642,7
Capital Fun!,4.5,20.0,0.0,"['0.99', '1.99', '9.99', '3.99', '1.99', '24.99', '0.99', '0.99', '49.99']",AdTeam,12.0,"BE, EN, RU, UK",179228672.0,149,139,0,0,0,0,0,0,1,0,0,0,1,0,0,377,10
Halma po polsku,0.0,0.0,0.0,['1.99'],Moonlight Apps Ltd,4.0,"AR, HR, CS, DA, NL, EN, FI, FR, DE, EL, HU, ID, IT, MS, NB, PL, PT, RO, RU, ZH, ES, SV, TR, UK, VI",49075200.0,1320,831,0,0,1,0,0,0,1,0,0,0,0,0,0,684,489
Der Raub Fischer LT,0.0,0.0,0.0,['0.0'],WebLantis,4.0,EN,40630272.0,1333,30,1,0,0,0,0,0,1,0,0,0,0,0,0,470,1303
SpotFirst,0.0,0.0,0.0,['0.0'],baris bildaci,4.0,EN,156408832.0,1290,1290,0,0,0,0,0,0,0,1,0,0,0,0,0,687,0
Global Strike Force - Modern Counter Offensive Game,0.0,0.0,0.0,['1.99'],Thomas Livingston,12.0,EN,170228736.0,1147,1083,1,0,0,0,0,0,1,0,0,0,0,0,0,661,64
Safe Cracker - Whack the Lock,0.0,0.0,0.0,['2.99'],Serge Spijkstra,4.0,EN,28374016.0,1331,1331,0,0,0,0,1,0,1,0,0,0,0,0,0,1079,0
Tank Battle: East Front,3.0,13.0,2.99,"['1.99', '1.99', '1.99', '1.99', '1.99', '1.99', '1.99', '1.99', '1.99', '1.99']",HexWar Games Ltd,12.0,EN,302939136.0,1308,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3116,1307
KOSMOS Helper App,3.5,42.0,0.0,['0.0'],Franckh-Kosmos Verlags-GmbH & Co. KG,4.0,"EN, DE",129051648.0,1331,47,0,0,1,0,0,0,1,0,0,0,0,0,0,1381,1284
Pick The Lock,4.0,11.0,0.0,['0.0'],Bill Harned,4.0,EN,13870080.0,1327,1327,0,0,0,0,0,0,1,0,1,0,0,0,0,327,0
Hidden Objects Christmas Magic Celebration Time,4.5,83.0,0.0,['0.99'],Detention Apps,4.0,EN,70805504.0,1333,719,0,0,0,0,0,0,0,0,0,1,0,0,1,1838,614
Defence of Empire,0.0,0.0,0.0,"['0.99', '0.99']",Groenewold - new Media e.K.,4.0,EN,143617024.0,1318,1244,1,0,0,0,0,0,0,0,0,0,0,0,0,939,74
Hitori,0.0,0.0,0.0,['0.0'],Yuki Fujimoto,4.0,EN,13052928.0,1333,319,0,0,1,0,0,0,1,0,0,0,0,0,0,523,1014
29 - Connection Game,0.0,0.0,0.0,['4.99'],Claudia Bonilla,4.0,"EN, IT, ES",20576256.0,1335,1004,0,0,1,0,0,0,0,0,0,0,0,0,0,404,331
Just Do It! Button,4.0,30.0,0.0,['1.99'],Jonathan Lam,4.0,EN,44494848.0,1322,1322,0,0,0,0,1,0,1,0,0,0,0,0,0,348,0
Doge 2048,0.0,0.0,0.0,['0.0'],Albrufsky,4.0,EN,14458880.0,1337,1337,0,0,0,0,1,0,0,0,0,0,0,0,1,155,0
"""Candy Maker's Dream! Crafty Sweet Treats! Party Food Maker""",0.0,0.0,0.0,['9.99'],M&M App Services Pty Ltd,4.0,EN,139281408.0,1297,1297,0,0,0,0,0,0,1,0,1,0,0,0,0,436,0
Blindfold Air Hockey,4.0,5.0,0.0,['3.99'],marty schultz,4.0,EN,15755264.0,1329,94,0,0,0,0,0,0,0,0,0,0,0,1,0,1078,1235
Welegant,4.5,32.0,0.0,"['4.99', '5.99', '2.99', '0.99', '0.99', '0.99', '19.99', '9.99', '2.99', '1.99']",ZenBrains Studio S.L.,4.0,"EN, DE, RU, ES",182582272.0,1315,575,0,0,0,0,0,0,0,0,0,0,0,0,1,654,740
Wall Logic,0.0,0.0,0.0,['0.0'],Yuki Fujimoto,4.0,EN,7057408.0,1324,1324,0,0,1,0,0,0,1,0,0,0,0,0,0,126,0
Soda World,4.5,567.0,0.0,"['0.99', '4.99', '1.99', '0.99', '2.99', '0.99', '0.99', '0.99', '0.99', '0.99']",SOULGAME INFORMATION CO LTD,4.0,EN,124187648.0,1189,138,0,0,0,0,0,0,0,0,0,0,1,0,0,780,1051
Pirate Chronicles,4.5,351.0,0.0,"['5.99', '4.99', '1.99']",Nordcurrent,4.0,"EN, FR, DE, IT, RU, ES",135937024.0,796,796,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0
Knight Jump - Conquer All Blocks,0.0,0.0,0.0,['0.0'],Tweaking Technologies Private Limited,4.0,EN,62720000.0,1331,1331,0,0,0,0,0,0,0,0,1,0,0,0,0,1127,0
Space Elite Defense: Alien Wars TD,4.5,17.0,0.0,"['4.99', '2.99', '0.99', '2.99', '0.99', '0.99']",Derek DeMirjian,9.0,EN,71245824.0,1327,1267,1,0,0,0,0,0,1,0,0,0,0,0,0,1246,60
Get that Red Car Out!,0.0,0.0,0.0,"['0.99', '0.99']",Ramalingam Sivaramakrishnan,4.0,EN,27301888.0,1324,1324,0,0,0,0,0,0,1,0,1,0,0,0,0,402,0
Christmas Sliding Puzzler,0.0,0.0,0.0,['0.99'],"""Daniel O'Sullivan""",4.0,EN,30917632.0,1310,1310,0,0,0,0,0,0,1,0,1,0,0,0,0,296,0
Tower Height - Building Blocks,0.0,0.0,0.0,['0.0'],Syed Rizvi,4.0,EN,56409088.0,1329,1329,0,0,0,0,0,0,1,0,0,0,1,0,0,688,0
Ojinayuta,0.0,0.0,1.99,['0.0'],Osamu Hatanaka,4.0,"EN, JA",44167168.0,1201,589,0,0,0,0,0,0,0,0,0,0,1,0,0,1005,612
Connecting Game Free - Dots Connectly & globo circle Drawing Game,5.0,36.0,0.0,['0.0'],Yuan LiHua,4.0,EN,6418432.0,1324,1192,0,0,0,0,0,0,1,0,0,0,0,0,0,620,132
Impossible Finger Line: Stay On The Road,0.0,0.0,0.0,['2.99'],"NetSummit Enterprises, Inc.",4.0,EN,47460352.0,1312,1312,0,0,0,0,0,0,0,0,1,0,0,0,0,932,0
Shooty Ships Clicker,3.5,8.0,0.0,"['0.99', '3.99', '19.99', '1.99', '0.99', '0.99', '7.99']",Thomas Bizal,4.0,EN,25814016.0,1293,1233,0,0,0,0,0,0,1,0,0,0,1,0,0,1842,60
Marambili,0.0,0.0,0.0,['0.0'],Markus Zulliger,4.0,"EN, FR, DE, IT, ZH",25253888.0,1300,71,0,0,1,0,0,0,0,0,0,0,0,0,0,696,1229
Tap Tap Fast Pro - Just tap it!!!,0.0,0.0,0.0,['0.0'],BG Node Technology Pvt. Ltd.,4.0,EN,6774784.0,1324,1260,0,0,0,0,0,0,1,0,1,0,0,0,0,381,64
Tic Tac Toe (3 In a Row),0.0,0.0,0.0,['0.0'],Jaime Restrepo,4.0,EN,9142272.0,1329,1329,0,0,0,0,1,0,1,0,0,0,0,0,0,1019,0
HexLogic - Electric Summer,0.0,0.0,1.99,['0.0'],GabySoft,4.0,EN,24743936.0,1330,1330,0,0,0,0,0,0,1,0,1,0,0,0,0,825,0
Go Classic Chinese Game,1.5,39.0,0.0,"['19.99', '10.99', '9.99', '5.99']","Strategy Empire, LLC",4.0,"EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES",234188800.0,1330,-13,0,0,1,0,0,0,1,0,0,0,0,0,0,984,1343
Legends of Callasia,4.0,19.0,0.0,"['14.99', '7.99']",Boomzap,9.0,EN,404384768.0,1028,751,0,0,1,0,0,0,0,0,0,0,0,0,0,1481,277
Battle Dawn: Earth Arena \u2013 MMO RTS War Game,3.5,16.0,0.0,"['4.99', '49.99', '19.99']",Tacticsoft LTD.,9.0,EN,408652800.0,973,960,0,0,0,0,0,0,0,0,0,1,0,0,0,1535,13
Expert Sudoku Book,4.5,470.0,0.0,['0.0'],Boy Howdy Technology LLC,4.0,EN,86177792.0,1299,90,0,0,0,0,0,1,0,0,0,0,0,0,1,2107,1209
Chipmunk Chase: Going Nuts for Acorns,0.0,0.0,0.0,['2.99'],"NetSummit Enterprises, Inc.",4.0,EN,25513984.0,1293,1293,0,0,0,0,0,0,0,1,0,0,0,0,0,1080,0
SmartOthello,4.5,169.0,2.99,['0.0'],"Smart Go, Inc.",4.0,"EN, FR, DE, JA",27054080.0,1035,75,0,0,1,0,0,0,1,0,0,0,0,0,0,1345,960
Blue Ball Jump,0.0,0.0,0.0,['0.99'],Daniel Leblanc,4.0,EN,16057344.0,1327,1004,0,0,0,0,1,0,1,0,0,0,0,0,0,211,323
Bodacious Dots And Lines,0.0,0.0,0.0,['0.99'],Bodacious IT Hub Pvt. Ltd.,4.0,EN,8323072.0,1328,1199,0,0,1,0,0,0,0,0,0,0,0,0,0,495,129
Tap Ice Hockey,4.0,7.0,0.0,['0.0'],Softcen,4.0,EN,72593408.0,1292,623,0,0,0,0,0,0,1,0,0,0,0,1,0,665,669
Blocky Army - Moving Tower Defense,4.0,16.0,0.0,['0.0'],Cape of Good Games,12.0,EN,181760000.0,1295,938,1,0,0,0,0,0,1,0,0,0,0,0,0,261,357
Command & Control: Spec Ops (Lite),4.0,6.0,0.0,['0.0'],Ilya Spesivtsev,12.0,"EN, RU",91598848.0,1327,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,282,34
Mission 1545,4.0,10.0,1.99,['0.0'],City Quests,4.0,EN,3181755392.0,1294,223,0,1,0,0,0,1,0,0,0,0,0,0,0,1192,1071
RIBBONS - Puzzle Game,0.0,0.0,0.0,['0.99'],J BRUCE,4.0,EN,12060672.0,1334,1276,0,0,0,0,0,0,1,0,1,0,0,0,0,417,58
Square Occupy - Free Two Player Turn Based Chess Games Online,3.5,35.0,0.0,['0.0'],ruilin ye,4.0,"EN, JA, ZH, ZH",12556288.0,1268,1118,0,0,0,0,0,0,1,0,1,0,0,0,0,313,150
Designer Flower Emily World Free,0.0,0.0,0.0,['0.0'],Jason Cowles,4.0,EN,27825152.0,1327,1266,0,0,0,0,0,0,0,0,0,0,1,0,0,482,61
Monster Blaster!!,0.0,0.0,0.0,['0.0'],Joan Carles Cayro Baronat,4.0,EN,106097664.0,1321,1299,0,0,0,0,1,0,0,0,0,0,0,0,0,202,22
Colorbine,0.0,0.0,0.0,['0.0'],Ben Shea,4.0,EN,14712832.0,1327,1003,0,0,0,0,0,0,0,0,1,0,0,0,0,351,324
